arangodb:3.10.11.Dockerfile,4,AVD-DS-0002,AVD-DS-0013,AVD-DS-0022,AVD-DS-0026
debian:oldstable-20231030.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
storm:1.2.4-temurin.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
open-liberty:kernel-slim-java8-openj9.Dockerfile,1,AVD-DS-0026
php:8.0.30-zts-buster.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
zookeeper:3.8.3.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
maven:3.9.5.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
perl:5.39.4-threaded.Dockerfile,3,AVD-DS-0002,AVD-DS-0013,AVD-DS-0026
flink:1.16.2.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
tomee:9.1.1-Temurin-alpine-microprofile.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
rust:1.73-slim.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomee:8.0.16-Semeru-ubuntu-plus.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
drupal:10.1.6-php8.2-fpm-alpine3.17.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
swift:5.7.3-centos7-slim.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
eclipse-temurin:17.0.9_9-jdk-focal.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
ruby:3.0.6-alpine3.16.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
adminer:4.8.1-fastcgi.Dockerfile,3,AVD-DS-0026,AVD-DS-0029,AVD-DS-0029
rabbitmq:3.11.25-management.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
clojure:temurin-17-tools-deps-1.11.1.1413-focal.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
jetty:11.0.18-jre11-alpine.Dockerfile,1,AVD-DS-0026
postgres:15.5-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
joomla:4.3.4-php8.0-fpm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
open-liberty:23.0.0.10-kernel-slim-java11-openj9.Dockerfile,1,AVD-DS-0026
ruby:3.2.2-alpine3.18.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
buildpack-deps:23.04.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
tomee:9.1.1-jre11-ubuntu-plume.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
clojure:temurin-17-boot-2.8.3-bullseye-slim.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
pypy:3.10-7.3.13-bookworm.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
swift:5.9.1-centos7.Dockerfile,5,AVD-DS-0002,AVD-DS-0015,AVD-DS-0015,AVD-DS-0015,AVD-DS-0026
lightstreamer:7.2.2-jdk8-temurin.Dockerfile,3,AVD-DS-0013,AVD-DS-0026,AVD-DS-0029
debian:stable-20231030.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
jetty:11.0.18-jdk11-amazoncorretto.Dockerfile,1,AVD-DS-0026
haskell:9.0.2.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
rabbitmq:3.10.25-management-alpine.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
neurodebian:nd20.04-non-free.Dockerfile,2,AVD-DS-0002,AVD-DS-0026
mongo:6.0.11-nanoserver-ltsc2022.Dockerfile,2,AVD-DS-0011,AVD-DS-0026
clojure:temurin-8-lein-2.10.0-bullseye.Dockerfile,3,AVD-DS-0002,AVD-DS-0026,AVD-DS-0029
open-liberty:kernel-slim-java17-openj9.Dockerfile,1,AVD-DS-0026
