name,version,総検出数,内包数,使用回数
python2.7,2.7.6-8ubuntu0.4,5,5,1
python2.7-dev,2.7.6-8ubuntu0.4,5,5,1
python2.7-minimal,2.7.6-8ubuntu0.4,5,5,1
ruby1.9.1,1.9.3.484-2ubuntu1.12,8,8,1
ruby1.9.1-dev,1.9.3.484-2ubuntu1.12,8,8,1
udev,204-5ubuntu20.9,2,2,1
ecdsa,0.13,4,2,2
gevent,1.3.5,1,1,1
requests,2.1.0,4,4,1
org.apache.camel:camel-core,2.25.4,2,1,2
dbus-1-x11,1.12.2-150400.18.5.1,1,1,1
exim4,4.84.2-2+deb8u4,3,3,1
exim4-base,4.84.2-2+deb8u4,3,3,1
exim4-config,4.84.2-2+deb8u4,3,3,1
exim4-daemon-light,4.84.2-2+deb8u4,3,3,1
postgresql-9.4,9.4.14-1.pgdg80+1,9,9,1
postgresql-client-9.4,9.4.14-1.pgdg80+1,9,9,1
postgresql-contrib-9.4,9.4.14-1.pgdg80+1,9,9,1
async,3.1.0,1,1,1
engine.io,3.3.2,4,2,2
socket.io,2.2.0,2,1,2
udev,245.4-4ubuntu3.4,6,6,1
libtommath1,1.2.0-3,1,1,1
libyajl2,2.1.0-3,3,3,1
passport,0.5.3,2,1,2
postgresql-client-11,11.12-0+deb10u1,13,13,1
Pygments,2.9.0,1,1,1
gevent,21.1.2,2,1,2
ipython,7.26.0,2,2,1
numpy,1.21.1,1,1,1
pip,21.2.2,1,1,1
sudo,1.8.10p3-1+deb8u3,7,7,1
xserver-common,2:1.16.4-1,18,18,1
xvfb,2:1.16.4-1,18,18,1
com.amazonaws:aws-java-sdk-s3,1.11.6,1,1,1
com.fasterxml.jackson.core:jackson-databind,2.6.6,46,46,1
org.apache.ant:ant,1.9.6,4,4,1
org.jetbrains.kotlin:kotlin-stdlib,1.1.0,2,2,1
org.scala-lang:scala-compiler,2.10.6,3,1,3
org.scala-lang:scala-compiler,2.12.1,1,1,1
org.scala-sbt:sbt,0.13.15,4,1,4
cups-libs,1:1.6.3-51.amzn2,4,4,1
fribidi,1.0.2-1.amzn2.1.1,2,2,1
kernel-devel,4.14.318-241.531.amzn2,22,22,1
kernel-headers,4.14.318-241.531.amzn2,22,22,1
libjpeg-turbo,2.0.90-2.amzn2.0.1,3,3,1
libjpeg-turbo-devel,2.0.90-2.amzn2.0.1,3,3,1
libtiff,4.0.3-35.amzn2.0.6,22,22,1
openssl11,1:1.1.1g-12.amzn2.0.15,2,2,1
python-ipaddress,1.0.16-2.amzn2,1,1,1
python-pillow,2.0.0-23.gitd1c6db8.amzn2.0.6,4,4,1
python2-rsa,3.4.1-1.amzn2.0.3,1,1,1
com.amazonaws:aws-java-sdk-s3,1.12.128,1,1,1
org.apache.kafka:kafka-clients,2.6.0,1,1,1
undici,5.0.0,8,8,1
mixme,0.5.1,2,1,2
com.drewnoakes:metadata-extractor,2.8.1,2,2,1
com.jamesmurty.utils:java-xmlbuilder,1.1,2,1,2
com.twelvemonkeys.imageio:imageio-metadata,3.3.2,2,1,2
commons-collections:commons-collections,2.1,2,2,1
io.netty:netty,3.5.8.Final,9,9,1
org.apache.ant:ant,1.7.0,8,4,2
org.apache.cxf:cxf-core,3.0.16,6,3,2
org.apache.poi:poi,3.17,1,1,1
org.apache.poi:poi-scratchpad,3.17,1,1,1
org.eclipse.jetty:jetty-servlets,9.4.12.v20180830,2,2,1
org.elasticsearch:elasticsearch,5.6.3,20,10,2
org.hibernate:hibernate-core,5.2.11.SNAPSHOT,1,1,1
org.jgroups:jgroups,2.9.0.GA,1,1,1
org.owasp.esapi:esapi,2.2.1.1,6,3,2
org.xerial:sqlite-jdbc,3.21.0,1,1,1
connect,1.9.2,3,3,1
express,2.5.11,1,1,1
mime,1.2.4,1,1,1
qs,0.4.2,5,5,1
apparmor,2.10.95-0ubuntu2.5,1,1,1
apt-utils,1.2.19,3,3,1
libapparmor-perl,2.10.95-0ubuntu2.5,1,1,1
libapt-inst2.0,1.2.19,3,3,1
libdns-export162,1:9.10.3.dfsg.P4-8ubuntu1.5,18,18,1
libisc-export160,1:9.10.3.dfsg.P4-8ubuntu1.5,18,18,1
openssh-client,1:7.2p2-4ubuntu2.1,10,10,1
python3-software-properties,0.96.20.5,1,1,1
software-properties-common,0.96.20.5,1,1,1
udev,229-4ubuntu16,16,16,1
openjdk-11-jdk,11.0.20+8-1~deb11u1,1,1,1
openjdk-11-jre,11.0.20+8-1~deb11u1,1,1,1
imagemagick-6-common,8:6.9.10.23+dfsg-2.1ubuntu11.6,20,20,1
libmagickcore-6.q16-6,8:6.9.10.23+dfsg-2.1ubuntu11.6,20,20,1
libmagickwand-6.q16-6,8:6.9.10.23+dfsg-2.1ubuntu11.6,20,20,1
libnss-systemd,245.4-4ubuntu3.20,1,1,1
libpam-systemd,245.4-4ubuntu3.20,1,1,1
librados2,15.2.17-0ubuntu0.20.04.1,6,3,2
librbd1,15.2.17-0ubuntu0.20.04.1,6,3,2
libssl-dev,1.1.1f-1ubuntu2.17,6,6,1
linux-libc-dev,5.4.0-146.163,180,180,1
sudo,1.8.31-1ubuntu1.4,2,2,1
systemd,245.4-4ubuntu3.20,1,1,1
systemd-sysv,245.4-4ubuntu3.20,1,1,1
systemd-timesyncd,245.4-4ubuntu3.20,1,1,1
vim,2:8.1.2269-1ubuntu5.12,83,83,1
vim-common,2:8.1.2269-1ubuntu5.12,83,83,1
vim-runtime,2:8.1.2269-1ubuntu5.12,83,83,1
xxd,2:8.1.2269-1ubuntu5.12,83,83,1
jupyter-server,1.23.6,2,2,1
e2fslibs,1.42.13-1ubuntu1.1,1,1,1
e2fsprogs,1.42.13-1ubuntu1.1,1,1,1
libcomerr2,1.42.13-1ubuntu1.1,1,1,1
libss2,1.42.13-1ubuntu1.1,1,1,1
libudev1,229-4ubuntu21.23,3,3,1
systemd-sysv,229-4ubuntu21.23,3,3,1
github.com/blevesearch/bleve/v2,v2.0.6,1,1,1
tcpdump,14:4.9.2-4.amzn2.1,1,1,1
k8s.io/kubernetes,v1.22.3,7,7,1
mercurial,3.1.2-2+deb8u5,4,2,2
mercurial-common,3.1.2-2+deb8u5,4,2,2
nasm,2.11.05-1,19,19,1
golang.org/x/crypto,v0.0.0-20190701094942-4def268fd1a4,5,5,1
linux-libc-dev,4.9.189-3+deb9u2,770,385,2
setuptools,41.6.0,1,1,1
setuptools,45.0.0,2,1,2
io.netty:netty-codec-haproxy,4.1.82.Final,1,1,1
systeminformation,5.21.6,1,1,1
libsqlite3-0,3.8.7.1-1+deb8u6,6,6,1
libsqlite3-dev,3.8.7.1-1+deb8u6,6,6,1
sqlite3,3.8.7.1-1+deb8u6,6,6,1
http_server,1.0.11,2,2,1
mime,1.2.11,1,1,1
negotiator,0.2.8,2,2,1
npm,6.2.0,4,4,1
st,0.2.4,2,2,1
subtext,6.0.12,3,3,1
tar,4.4.4,5,5,1
yarn,1.9.2,4,4,1
golang.org/x/net,v0.0.0-20210316092652-d523dce5a7f4,7,7,1
binutils-i686-linux-gnu,2.30-21ubuntu1~18.04.2,51,51,1
udev,237-3ubuntu10.38,4,4,1
libc6-i386,2.31-13+deb11u5,10,10,1
libpython2-stdlib,2.7.18-3,2,1,2
libpython2.7-minimal,2.7.18-8,42,21,2
libpython2.7-stdlib,2.7.18-8,42,21,2
python2,2.7.18-3,2,1,2
python2-minimal,2.7.18-3,2,1,2
python2.7,2.7.18-8,42,21,2
python2.7-minimal,2.7.18-8,42,21,2
libc6-dbg,2.31-0ubuntu9.12,4,4,1
ntp,1:4.2.8p12+dfsg-3ubuntu4.20.04.1,1,1,1
sntp,1:4.2.8p12+dfsg-3ubuntu4.20.04.1,1,1,1
k8s.io/apimachinery,v0.0.0-20190221213512-86fb29eff628,2,1,2
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.9.9,1,1,1
commons-fileupload:commons-fileupload,1.2,6,6,1
io.socket:socket.io-client,1.0.0,1,1,1
org.apache.cassandra:cassandra-all,3.11.10,4,2,2
org.apache.xmlgraphics:batik-bridge,1.8,1,1,1
org.apache.xmlgraphics:batik-script,1.8,1,1,1
org.apache.xmlgraphics:batik-transcoder,1.8,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,2.0,1,1,1
org.bouncycastle:bcprov-jdk15on,1.65,3,3,1
org.eclipse.jetty.http2:http2-hpack,9.4.19.v20190610,1,1,1
org.eclipse.jetty.http2:http2-server,9.4.19.v20190610,1,1,1
org.eclipse.jetty:jetty-server,9.4.19.v20190610,6,6,1
org.eclipse.jetty:jetty-servlets,9.4.19.v20190610,2,2,1
org.jetbrains.kotlin:kotlin-stdlib,1.2.51,2,2,1
org.jetbrains.kotlin:kotlin-stdlib,1.3.10,2,2,1
org.jetbrains.kotlin:kotlin-stdlib,1.4.30,2,1,2
org.springframework.security:spring-security-core,5.2.5.RELEASE,3,3,1
org.springframework:spring-beans,5.1.2.RELEASE,4,1,4
org.springframework:spring-beans,5.2.8.RELEASE,1,1,1
org.springframework:spring-core,5.1.2.RELEASE,20,5,4
org.springframework:spring-core,5.2.8.RELEASE,7,7,1
org.springframework:spring-expression,5.1.2.RELEASE,4,1,4
org.springframework:spring-expression,5.2.8.RELEASE,1,1,1
org.springframework:spring-web,5.1.2.RELEASE,4,1,4
org.springframework:spring-web,5.2.8.RELEASE,2,2,1
org.springframework:spring-webmvc,5.1.2.RELEASE,8,2,4
org.yaml:snakeyaml,1.24,8,8,1
xalan:xalan,2.7.0,2,2,1
libtirpc-common,1.1.4-0.4,1,1,1
libtirpc3,1.1.4-0.4,1,1,1
com.cedarsoftware:json-io,2.5.1,1,1,1
com.fasterxml.jackson.core:jackson-databind,2.9.10.6,18,18,1
io.netty:netty-codec,4.1.36.Final,2,2,1
io.netty:netty-codec-http,4.1.36.Final,4,4,1
io.netty:netty-codec-http2,4.1.36.Final,3,3,1
io.netty:netty-handler,4.1.36.Final,3,3,1
org.apache.hadoop:hadoop-common,3.3.0-tests,2,2,1
org.apache.hadoop:hadoop-yarn-server-common,3.3.0,1,1,1
org.glassfish.jersey.core:jersey-common,2.29,1,1,1
ncurses,6.3_p20211120-r0,2,2,1
@babel/traverse,7.13.0,1,1,1
browserslist,4.16.3,2,1,2
terser,5.6.1,1,1,1
webpack,5.27.0,1,1,1
libcurl4-openssl-dev,7.52.1-5+deb9u6,19,19,1
org.jetbrains.kotlin:kotlin-stdlib,1.5.31,1,1,1
github.com/containerd/containerd,v1.2.10,10,10,1
guzzlehttp/psr7,1.9.0,1,1,1
symfony/http-kernel,v4.4.43,1,1,1
ca-certificates-mozilla,2.40-12.25.1,1,1,1
dbus-1-x11,1.8.22-29.17.12,2,2,1
dmidecode,3.0-10.3.1,1,1,1
glib2-tools,2.48.2-12.15.1,2,2,1
libgio-2_0-0,2.48.2-12.15.1,2,2,1
libglib-2_0-0,2.48.2-12.15.1,2,2,1
libgmodule-2_0-0,2.48.2-12.15.1,2,2,1
libgobject-2_0-0,2.48.2-12.15.1,2,2,1
libgthread-2_0-0,2.48.2-12.15.1,2,2,1
libjson-c2,0.11-2.22,1,1,1
libtirpc-netconfig,1.0.1-17.13.1,1,1,1
libtirpc3,1.0.1-17.13.1,1,1,1
libxml2-tools,2.9.4-46.23.2,4,4,1
openssh,7.2p2-74.54.1,2,2,1
python,2.7.17-28.45.1,8,8,1
python-chardet,3.0.4-5.3.2,1,1,1
rsyslog,8.24.0-3.39.1,1,1,1
sudo,1.8.20p2-3.17.1,5,5,1
systemd,228-150.82.1,3,3,1
systemd-sysvinit,228-150.82.1,3,3,1
udev,228-150.82.1,3,3,1
vim-data,7.4.326-17.6.1,3,3,1
nodejs,16.20.0-r0,3,3,1
openssl,1.1.1t-r2,3,3,1
@babel/traverse,7.20.13,1,1,1
apollo-server-core,3.11.1,1,1,1
protobufjs,6.11.3,1,1,1
protobufjs,7.2.2,1,1,1
undici,5.20.0,1,1,1
apport,2.14.1-0ubuntu3.19,7,7,1
apt-transport-https,1.0.1ubuntu2.14,2,2,1
bind9-host,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
bsdtar,3.1.2-7ubuntu2.3,18,18,1
curl,7.35.0-1ubuntu2.8,28,28,1
dbus,1.6.18-0ubuntu4.3,1,1,1
dbus-x11,1.6.18-0ubuntu4.3,1,1,1
dnsutils,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
dosfstools,3.0.26-1,2,2,1
fontconfig,2.11.0-0ubuntu4.1,1,1,1
gettext-base,0.18.3.1-1ubuntu3,1,1,1
ghostscript,9.10~dfsg-0ubuntu10.4,49,49,1
icu-devtools,52.1-3ubuntu0.4,9,9,1
imagemagick,8:6.7.7.10-6ubuntu3.1,312,312,1
imagemagick-common,8:6.7.7.10-6ubuntu3.1,312,312,1
libarchive13,3.1.2-7ubuntu2.3,18,18,1
libasprintf0c2,0.18.3.1-1ubuntu3,1,1,1
libav-tools,6:9.18-0ubuntu0.14.04.1,1,1,1
libavahi-glib1,0.6.31-4ubuntu1.1,1,1,1
libavcodec54,6:9.18-0ubuntu0.14.04.1,1,1,1
libavdevice53,6:9.18-0ubuntu0.14.04.1,1,1,1
libavfilter3,6:9.18-0ubuntu0.14.04.1,1,1,1
libavformat54,6:9.18-0ubuntu0.14.04.1,1,1,1
libavresample1,6:9.18-0ubuntu0.14.04.1,1,1,1
libavutil52,6:9.18-0ubuntu0.14.04.1,1,1,1
libbind9-90,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libcaca0,0.99.beta18-1ubuntu5,6,6,1
libcupsimage2,1.7.2-0ubuntu1.7,6,6,1
libcurl3,7.35.0-1ubuntu2.8,28,28,1
libdns100,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libevent-2.0-5,2.0.21-stable-1ubuntu1.14.04.1,3,3,1
libgc1c2,1:7.2d-5ubuntu2,1,1,1
libgd3,2.1.0-3ubuntu0.2,20,20,1
libgdk-pixbuf2.0-0,2.30.7-0ubuntu1.2,11,11,1
libgdk-pixbuf2.0-common,2.30.7-0ubuntu1.2,11,11,1
libgs9,9.10~dfsg-0ubuntu10.4,49,49,1
libgs9-common,9.10~dfsg-0ubuntu10.4,49,49,1
libgudev-1.0-0,1:204-5ubuntu20.19,2,2,1
libharfbuzz0b,0.9.27-1ubuntu1,1,1,1
libicu-dev,52.1-3ubuntu0.4,9,9,1
libicu52,52.1-3ubuntu0.4,9,9,1
libisc95,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libisccc90,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libisccfg90,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libjasper1,1.900.1-14ubuntu3.3,32,32,1
libjbig2dec0,0.11+20120125-1ubuntu1,5,5,1
liblwres90,1:9.9.5.dfsg-3ubuntu0.7,17,17,1
libmagickcore5,8:6.7.7.10-6ubuntu3.1,312,312,1
libmagickcore5-extra,8:6.7.7.10-6ubuntu3.1,312,312,1
libmagickwand5,8:6.7.7.10-6ubuntu3.1,312,312,1
libnettle4,2.7.1-1ubuntu0.1,1,1,1
libnss3,2:3.23-0ubuntu0.14.04.1,12,12,1
libnss3-nssdb,2:3.23-0ubuntu0.14.04.1,12,12,1
libpam-systemd,204-5ubuntu20.18,2,2,1
libpolkit-agent-1-0,0.105-4ubuntu3.14.04.1,6,6,1
libpolkit-backend-1-0,0.105-4ubuntu3.14.04.1,6,6,1
libpolkit-gobject-1-0,0.105-4ubuntu3.14.04.1,6,6,1
libpython2.7,2.7.6-8ubuntu0.2,10,10,1
libsndfile1,1.0.25-7ubuntu2.1,8,8,1
libswscale2,6:9.18-0ubuntu0.14.04.1,1,1,1
libsystemd-daemon0,204-5ubuntu20.18,2,2,1
libsystemd-login0,204-5ubuntu20.18,2,2,1
libvorbis0a,1.3.2-1.3ubuntu1,4,4,1
libvorbisenc2,1.3.2-1.3ubuntu1,4,4,1
libvorbisfile3,1.3.2-1.3ubuntu1,4,4,1
libwayland-client0,1.4.0-1ubuntu1,1,1,1
libwayland-cursor0,1.4.0-1ubuntu1,1,1,1
libx11-dev,2:1.6.2-1ubuntu2,5,5,1
libx11-doc,2:1.6.2-1ubuntu2,5,5,1
libxkbcommon0,0.4.1-0ubuntu1,10,10,1
linux-libc-dev,3.13.0-93.140,270,270,1
mercurial,2.8.2-1ubuntu1.3,12,12,1
mercurial-common,2.8.2-1ubuntu1.3,12,12,1
openjdk-7-jre-headless,7u101-2.6.6-0ubuntu0.14.04.1,99,99,1
openssh-client,1:6.6p1-2ubuntu2.6,14,14,1
openssh-server,1:6.6p1-2ubuntu2.6,14,14,1
openssh-sftp-server,1:6.6p1-2ubuntu2.6,14,14,1
openssl,1.0.1f-1ubuntu2.16,32,32,1
parallel,20130922-1,2,2,1
policykit-1,0.105-4ubuntu3.14.04.1,6,6,1
ppp,2.4.5-5.1ubuntu2.2,1,1,1
python-requests,2.2.1-1ubuntu0.3,1,1,1
python-twisted-bin,13.2.0-1ubuntu1,1,1,1
python-twisted-core,13.2.0-1ubuntu1,1,1,1
python-twisted-names,13.2.0-1ubuntu1,1,1,1
python-twisted-web,13.2.0-1ubuntu1,1,1,1
python3-apport,2.14.1-0ubuntu3.19,7,7,1
python3-problem-report,2.14.1-0ubuntu3.19,7,7,1
rsync,3.1.0-2ubuntu0.2,4,4,1
systemd-services,204-5ubuntu20.18,2,2,1
vim,2:7.4.052-1ubuntu3,1,1,1
vim-runtime,2:7.4.052-1ubuntu3,1,1,1
w3m,0.5.3-15,36,36,1
xserver-common,2:1.15.1-0ubuntu2.7,17,17,1
xvfb,2:1.15.1-0ubuntu2.7,17,17,1
com.google.code.gson:gson,2.2.1,1,1,1
com.google.guava:guava-jdk5,14.0.1,1,1,1
org.apache.httpcomponents:httpclient,4.2.2,4,4,1
golang.org/x/sys,v0.0.0-20191224085550-c709ea063b76,1,1,1
git,2.36.4-r0,5,5,1
libcurl,7.83.1-r5,16,16,1
openssh,9.0_p1-r2,2,2,1
openssh-client-common,9.0_p1-r2,2,2,1
openssh-client-default,9.0_p1-r2,2,2,1
openssh-keygen,9.0_p1-r2,2,2,1
openssh-server,9.0_p1-r2,2,2,1
openssh-server-common,9.0_p1-r2,2,2,1
openssh-sftp-server,9.0_p1-r2,2,2,1
github.com/labstack/echo/v4,v4.2.1,1,1,1
github.com/containerd/containerd,1.6.3,8,4,2
github.com/docker/distribution,2.8.1+incompatible,2,1,2
github.com/docker/docker,20.10.14+incompatible,8,4,2
github.com/emicklei/go-restful,2.9.5+incompatible,2,1,2
github.com/gin-gonic/gin,1.8.1,4,2,2
go.etcd.io/etcd,3.3.27+incompatible,2,1,2
golang.org/x/net,0.0.0-20220531201128-c960675eff93,12,6,2
golang.org/x/text,0.3.7,2,1,2
google.golang.org/grpc,1.47.0,4,2,2
helm.sh/helm/v3,3.9.0,10,5,2
flask,2.0.3,2,1,2
setuptools,60.9.3,2,1,2
werkzeug,2.0.3,6,3,2
go.etcd.io/etcd,v3.3.27+incompatible,2,1,2
helm.sh/helm/v3,v3.9.0,10,5,2
golang.org/x/sys,v0.0.0-20200831180312-196b9ba8737a,1,1,1
openssh-server-pam,8.1_p1-r0,1,1,1
binutils,2.30-r5,10,10,1
lua5.3-libs,5.3.4-r5,1,1,1
musl-dev,1.1.19-r10,1,1,1
nodejs,8.11.4-r0,4,4,1
nodejs-dev,8.11.4-r0,4,4,1
npm,8.11.4-r0,4,4,1
python2,2.7.15-r1,6,3,2
ruby,2.5.2-r0,12,12,1
ruby-libs,2.5.2-r0,12,12,1
vim,8.1.0115-r0,1,1,1
npm,3.10.8,5,5,1
java-1.8.0-openjdk-headless,1:1.8.0.392.b08-4.el8,2,1,2
@babel/traverse,7.23.0,1,1,1
libgcrypt,1.8.8-r0,1,1,1
libxml2,2.9.12-r0,5,5,1
jq,1.5-12.el8,1,1,1
krb5-libs,1.18.2-22.0.1.el8_7,1,1,1
bind9-dnsutils,1:9.18.12-0ubuntu0.22.04.1,8,4,2
bind9-host,1:9.18.12-0ubuntu0.22.04.1,16,4,4
bind9-libs,1:9.18.12-0ubuntu0.22.04.1,16,4,4
dnsutils,1:9.18.12-0ubuntu0.22.04.1,8,4,2
gdb,12.1-0ubuntu1~22.04,4,4,1
libc6-dbg,2.35-0ubuntu3.1,5,5,1
libglib2.0-bin,2.72.4-0ubuntu2,7,7,1
libglib2.0-data,2.72.4-0ubuntu2,21,7,3
libruby3.0,3.0.2-7ubuntu2.3,3,3,1
mysql-client,8.0.33-0ubuntu0.22.04.2,30,30,1
mysql-client-8.0,8.0.33-0ubuntu0.22.04.2,30,30,1
mysql-client-core-8.0,8.0.33-0ubuntu0.22.04.2,30,30,1
mysql-server,8.0.33-0ubuntu0.22.04.2,30,30,1
mysql-server-8.0,8.0.33-0ubuntu0.22.04.2,30,30,1
mysql-server-core-8.0,8.0.33-0ubuntu0.22.04.2,30,30,1
nodejs,18.16.0-deb-1nodesource1,31,31,1
ruby-rubygems,3.3.5-2,2,1,2
ruby3.0,3.0.2-7ubuntu2.3,3,3,1
ruby3.0-dev,3.0.2-7ubuntu2.3,3,3,1
ruby3.0-doc,3.0.2-7ubuntu2.3,3,3,1
org.apache.poi:poi-scratchpad,4.1.2,3,1,3
org.apache.tika:tika-core,1.27,2,1,2
Microsoft.AspNetCore.App.Runtime.linux-x64,7.0.5,1,1,1
Microsoft.NETCore.App.Runtime.linux-x64,7.0.5,1,1,1
NuGet.Common,6.3.1,4,1,4
NuGet.Protocol,6.3.1,4,1,4
apt-transport-https,1.0.9.8.5,1,1,1
isc-dhcp-client,4.3.1-6+deb8u4,1,1,1
isc-dhcp-common,4.3.1-6+deb8u4,1,1,1
libdns-export100,1:9.9.5.dfsg-9+deb8u18,2,2,1
libirs-export91,1:9.9.5.dfsg-9+deb8u18,2,2,1
libisc-export95,1:9.9.5.dfsg-9+deb8u18,2,2,1
libisccfg-export90,1:9.9.5.dfsg-9+deb8u18,2,2,1
binutils,2.31-2.ph2,30,30,1
curl,7.58.0-2ubuntu3.20,8,8,1
libcurl4,7.58.0-2ubuntu3.20,16,8,2
linux-libc-dev,4.15.0-194.205,80,80,1
npm,6.7.0,4,4,1
npm-registry-fetch,3.8.0,1,1,1
papaparse,4.6.3,2,2,1
terser,3.16.1,1,1,1
org.hibernate:hibernate-validator,4.3.0.Final,1,1,1
curl,7.38.0-4+deb8u13,6,6,1
exim4,4.84.2-2+deb8u5,2,2,1
exim4-base,4.84.2-2+deb8u5,2,2,1
exim4-config,4.84.2-2+deb8u5,2,2,1
exim4-daemon-light,4.84.2-2+deb8u5,2,2,1
libcups2,1.7.5-11+deb8u4,7,7,1
libcurl3-gnutls,7.38.0-4+deb8u13,6,6,1
libjasper1,1.900.1-debian1-2.4+deb8u5,8,8,1
libmono-accessibility4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-corlib4.5-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-csharp4.0c-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-data-tds4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-i18n-west4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-i18n4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-messaging4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-microsoft-build-engine4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-microsoft-build-framework4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-microsoft-build-utilities-v4.0-4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-microsoft-build4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-microsoft-csharp4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-posix4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-security4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-sqlite4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-componentmodel-composition4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-componentmodel-dataannotations4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-configuration-install4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-configuration4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-core4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-data-services-client4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-data4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-drawing4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-enterpriseservices4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-identitymodel-selectors4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-identitymodel4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-messaging4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-runtime-serialization-formatters-soap4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-runtime-serialization4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-security4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-servicemodel-activation4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-servicemodel4.0a-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-transactions4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-web-applicationservices4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-web-services4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-web4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-windows-forms4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-xaml4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-xml-linq4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system-xml4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-system4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-web4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-webbrowser4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libmono-windowsbase4.0-cil,3.2.8+dfsg-10+deb8u1,1,1,1
libpython2.7,2.7.9-2+deb8u2,10,10,1
libpython2.7-dev,2.7.9-2+deb8u2,10,10,1
libsndfile1,1.0.25-9.1+deb8u2,9,9,1
libsqlite3-0,3.8.7.1-1+deb8u3,13,13,1
libssl-dev,1.0.1t-1+deb8u10,4,4,1
libssl-doc,1.0.1t-1+deb8u10,4,4,1
libtiff5,4.0.3-12.3+deb8u7,11,11,1
libunwind8,1.1-3.2,1,1,1
libvorbis0a,1.3.4-2+deb8u1,5,5,1
libvorbisenc2,1.3.4-2+deb8u1,5,5,1
libvorbisfile3,1.3.4-2+deb8u1,5,5,1
mono-4.0-gac,3.2.8+dfsg-10+deb8u1,1,1,1
mono-gac,3.2.8+dfsg-10+deb8u1,1,1,1
mono-runtime,3.2.8+dfsg-10+deb8u1,1,1,1
mono-runtime-common,3.2.8+dfsg-10+deb8u1,1,1,1
mono-runtime-sgen,3.2.8+dfsg-10+deb8u1,1,1,1
nodejs,6.16.0-1nodesource1,5,5,1
php5-cli,5.6.39+dfsg-0+deb8u1,36,36,1
php5-common,5.6.39+dfsg-0+deb8u1,36,36,1
php5-pgsql,5.6.39+dfsg-0+deb8u1,36,36,1
php5-readline,5.6.39+dfsg-0+deb8u1,36,36,1
postgresql,9.4+165+deb8u3,1,1,1
postgresql-9.4,9.4.19-0+deb8u1,4,4,1
